MonthlyCharges,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineBackup,Contract,PaperlessBilling,Churn
109.45,Male,0.00,Yes,No,60.00,Fiber optic,No,Month-to-month,Yes,No
59.20,Male,0.00,No,No,55.00,DSL,No,Two year,Yes,No
29.15,Male,0.00,No,No,1.00,DSL,No,Month-to-month,No,No
20.05,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
76.05,Male,0.00,No,No,4.00,Fiber optic,No,Month-to-month,Yes,Yes
24.45,Male,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,Yes
66.50,Female,0.00,No,No,42.00,DSL,No,Two year,No,No
49.55,Female,0.00,No,No,1.00,DSL,No,Month-to-month,No,No
89.35,Male,0.00,No,No,7.00,Fiber optic,No,Month-to-month,Yes,Yes
73.60,Male,0.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,No
82.65,Female,0.00,Yes,No,72.00,DSL,Yes,Two year,Yes,No
49.00,Male,0.00,No,No,15.00,DSL,No,Month-to-month,Yes,No
80.35,Male,0.00,Yes,No,4.00,Fiber optic,No,Month-to-month,Yes,Yes
25.20,Female,0.00,No,No,11.00,No,No internet service,One year,No,No
25.45,Female,0.00,No,No,5.00,No,No internet service,Month-to-month,No,No
55.80,Female,1.00,No,No,1.00,DSL,No,Month-to-month,Yes,Yes
110.90,Male,0.00,Yes,No,72.00,Fiber optic,No,Two year,Yes,No
77.75,Female,0.00,Yes,No,55.00,Fiber optic,Yes,Month-to-month,Yes,No
26.20,Female,0.00,Yes,Yes,40.00,No,No internet service,Month-to-month,Yes,No
19.90,Female,0.00,Yes,No,57.00,No,No internet service,Two year,No,No
79.05,Male,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
95.00,Male,0.00,Yes,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
25.20,Female,0.00,No,No,1.00,DSL,No,Month-to-month,No,Yes
80.85,Male,1.00,Yes,Yes,52.00,DSL,Yes,One year,Yes,No
98.40,Male,1.00,No,No,41.00,Fiber optic,No,Month-to-month,Yes,Yes
56.35,Male,0.00,Yes,No,43.00,DSL,No,One year,Yes,No
19.30,Female,0.00,Yes,Yes,47.00,No,No internet service,Two year,No,No
50.40,Male,0.00,No,No,3.00,DSL,No,Month-to-month,No,No
79.40,Male,1.00,Yes,Yes,66.00,DSL,Yes,Two year,No,Yes
55.25,Male,0.00,Yes,Yes,55.00,DSL,No,Two year,Yes,No
19.10,Male,0.00,No,No,29.00,No,No internet service,One year,No,No
84.05,Female,0.00,No,Yes,12.00,Fiber optic,No,Month-to-month,Yes,No
105.20,Female,0.00,Yes,No,66.00,Fiber optic,Yes,Month-to-month,Yes,No
101.40,Male,1.00,No,No,35.00,Fiber optic,No,Month-to-month,Yes,Yes
89.80,Male,1.00,Yes,No,10.00,Fiber optic,No,Month-to-month,Yes,Yes
75.75,Male,0.00,Yes,Yes,27.00,Fiber optic,No,Month-to-month,Yes,No
95.30,Female,0.00,No,No,58.00,Fiber optic,No,Month-to-month,Yes,No
109.75,Male,0.00,Yes,No,54.00,Fiber optic,Yes,Two year,No,Yes
19.85,Male,0.00,No,No,9.00,No,No internet service,Month-to-month,No,No
19.30,Male,0.00,No,No,2.00,No,No internet service,One year,No,Yes
69.10,Male,0.00,No,No,6.00,Fiber optic,No,Month-to-month,Yes,No
91.25,Female,1.00,No,No,26.00,Fiber optic,No,Month-to-month,Yes,Yes
20.25,Female,0.00,No,No,9.00,No,No internet service,Month-to-month,No,No
54.75,Male,0.00,Yes,No,8.00,DSL,Yes,Month-to-month,Yes,No
81.45,Male,0.00,No,No,12.00,Fiber optic,No,Month-to-month,Yes,No
49.10,Female,0.00,No,No,15.00,DSL,No,Month-to-month,Yes,Yes
80.20,Male,0.00,Yes,No,43.00,DSL,No,One year,Yes,No
100.30,Male,0.00,No,No,42.00,Fiber optic,No,Month-to-month,Yes,No
65.25,Female,0.00,No,No,31.00,DSL,No,Month-to-month,No,Yes
90.95,Female,0.00,No,Yes,66.00,Fiber optic,No,Two year,Yes,No
85.45,Female,1.00,No,No,18.00,Fiber optic,Yes,Month-to-month,Yes,Yes
20.00,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
94.10,Male,0.00,Yes,No,61.00,Fiber optic,Yes,Two year,Yes,Yes
79.85,Male,0.00,No,No,10.00,Fiber optic,Yes,Month-to-month,No,No
71.65,Male,1.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
73.55,Female,1.00,No,No,18.00,Fiber optic,Yes,Month-to-month,Yes,No
104.65,Male,0.00,Yes,No,24.00,Fiber optic,Yes,Month-to-month,Yes,Yes
19.30,Female,0.00,Yes,Yes,3.00,No,No internet service,Month-to-month,No,No
20.15,Male,0.00,No,No,50.00,No,No internet service,One year,No,No
44.55,Male,0.00,Yes,Yes,1.00,DSL,No,Month-to-month,No,No
54.45,Male,0.00,No,No,2.00,DSL,No,Month-to-month,Yes,No
19.65,Male,0.00,No,No,17.00,No,No internet service,One year,Yes,No
105.00,Male,0.00,Yes,Yes,69.00,Fiber optic,Yes,Two year,Yes,No
88.70,Male,0.00,Yes,No,72.00,DSL,Yes,Two year,Yes,No
74.25,Female,0.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,Yes
75.15,Male,1.00,Yes,Yes,50.00,DSL,Yes,Two year,Yes,No
20.25,Female,0.00,No,No,53.00,No,No internet service,Two year,No,No
109.10,Female,0.00,Yes,No,58.00,Fiber optic,Yes,Two year,Yes,No
30.75,Male,0.00,No,No,46.00,DSL,No,One year,Yes,No
112.90,Male,1.00,Yes,No,72.00,Fiber optic,Yes,Month-to-month,Yes,No
74.20,Female,1.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
94.05,Female,0.00,Yes,Yes,6.00,Fiber optic,Yes,Month-to-month,Yes,No
78.85,Male,0.00,Yes,No,72.00,DSL,Yes,Two year,No,No
55.30,Male,0.00,No,No,4.00,DSL,No,Month-to-month,Yes,No
19.35,Female,0.00,Yes,Yes,52.00,No,No internet service,Two year,No,No
25.35,Male,0.00,Yes,Yes,0.00,No,No internet service,Two year,No,No
20.45,Female,0.00,No,No,2.00,No,No internet service,One year,No,No
19.35,Female,0.00,Yes,No,65.00,No,No internet service,Two year,No,No
101.00,Male,1.00,Yes,No,43.00,Fiber optic,Yes,Month-to-month,Yes,Yes
100.20,Male,0.00,Yes,No,4.00,Fiber optic,Yes,Month-to-month,Yes,Yes
89.05,Male,1.00,Yes,No,25.00,Fiber optic,No,One year,Yes,Yes
78.65,Female,0.00,Yes,No,51.00,DSL,Yes,One year,Yes,No
74.75,Male,0.00,No,No,12.00,DSL,No,Month-to-month,No,No
70.10,Female,0.00,Yes,Yes,57.00,DSL,No,One year,Yes,Yes
19.90,Female,0.00,Yes,Yes,24.00,No,No internet service,One year,No,No
58.35,Female,0.00,Yes,No,64.00,DSL,No,One year,No,No
105.65,Female,0.00,No,No,4.00,Fiber optic,Yes,One year,Yes,Yes
100.50,Female,0.00,No,No,26.00,Fiber optic,No,Month-to-month,Yes,No
20.05,Female,0.00,Yes,Yes,15.00,No,No internet service,Month-to-month,No,No
25.65,Male,1.00,Yes,No,64.00,No,No internet service,Two year,No,No
96.50,Male,1.00,Yes,No,36.00,Fiber optic,Yes,Month-to-month,Yes,Yes
95.00,Female,0.00,Yes,No,27.00,Fiber optic,No,Month-to-month,No,No
70.85,Male,1.00,Yes,No,1.00,Fiber optic,No,Month-to-month,No,Yes
85.95,Female,0.00,No,No,35.00,DSL,No,One year,Yes,Yes
73.90,Male,0.00,No,No,4.00,Fiber optic,No,Month-to-month,Yes,Yes
45.45,Female,0.00,Yes,Yes,8.00,DSL,No,Month-to-month,Yes,No
20.00,Male,0.00,No,No,10.00,No,No internet service,Month-to-month,Yes,No
49.20,Female,0.00,No,No,2.00,DSL,Yes,Month-to-month,No,No
109.45,Female,0.00,Yes,No,58.00,Fiber optic,Yes,Two year,Yes,Yes
83.25,Male,0.00,Yes,No,51.00,DSL,Yes,Two year,Yes,No
19.25,Female,0.00,Yes,Yes,46.00,No,No internet service,Two year,Yes,No
19.65,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,Yes,No
72.80,Male,0.00,No,No,46.00,Fiber optic,No,Month-to-month,No,No
109.65,Female,0.00,Yes,No,50.00,Fiber optic,Yes,Month-to-month,Yes,No
65.00,Male,0.00,Yes,Yes,53.00,DSL,Yes,Month-to-month,No,No
114.10,Male,0.00,Yes,No,61.00,Fiber optic,Yes,Month-to-month,Yes,No
20.65,Male,0.00,No,No,5.00,No,No internet service,Month-to-month,No,No
86.95,Male,0.00,No,No,47.00,DSL,Yes,One year,Yes,No
94.75,Female,0.00,No,No,54.00,Fiber optic,Yes,One year,Yes,No
25.35,Male,0.00,No,Yes,19.00,DSL,No,Month-to-month,Yes,No
105.45,Female,0.00,No,Yes,26.00,Fiber optic,Yes,Two year,Yes,No
25.40,Male,0.00,Yes,Yes,70.00,No,No internet service,Two year,No,No
102.55,Male,0.00,Yes,No,17.00,Fiber optic,Yes,Month-to-month,Yes,No
100.20,Female,0.00,No,No,30.00,Fiber optic,Yes,Month-to-month,Yes,Yes
24.00,Female,0.00,No,Yes,1.00,No,No internet service,Month-to-month,No,No
25.60,Female,0.00,Yes,Yes,19.00,No,No internet service,Two year,No,No
73.50,Female,0.00,Yes,No,26.00,DSL,Yes,Two year,Yes,No
74.05,Female,0.00,Yes,Yes,21.00,Fiber optic,Yes,Month-to-month,Yes,Yes
98.25,Male,0.00,Yes,No,50.00,Fiber optic,Yes,One year,Yes,No
54.40,Female,0.00,Yes,No,68.00,DSL,No,One year,Yes,No
101.55,Male,0.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,Yes
103.10,Male,0.00,Yes,Yes,9.00,Fiber optic,No,Month-to-month,No,No
34.20,Female,0.00,Yes,Yes,51.00,DSL,No,Two year,No,No
43.75,Female,0.00,No,No,9.00,DSL,No,Month-to-month,Yes,No
111.95,Male,1.00,Yes,Yes,41.00,Fiber optic,Yes,One year,Yes,Yes
100.65,Male,0.00,No,No,22.00,Fiber optic,Yes,Month-to-month,Yes,No
55.95,Female,0.00,Yes,Yes,21.00,DSL,No,One year,Yes,Yes
116.05,Male,0.00,Yes,Yes,71.00,Fiber optic,Yes,Two year,Yes,No
45.75,Male,0.00,No,No,1.00,DSL,No,Month-to-month,No,Yes
82.00,Male,0.00,Yes,Yes,26.00,DSL,No,One year,Yes,No
65.15,Male,0.00,Yes,No,71.00,DSL,Yes,Two year,No,No
44.80,Male,0.00,No,No,4.00,DSL,No,Month-to-month,Yes,No
79.80,Female,0.00,No,No,12.00,Fiber optic,No,Month-to-month,Yes,No
88.85,Female,0.00,Yes,No,18.00,Fiber optic,No,Month-to-month,Yes,No
74.95,Female,0.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,No
106.85,Female,1.00,Yes,No,72.00,Fiber optic,Yes,One year,Yes,No
74.95,Male,0.00,No,No,11.00,Fiber optic,Yes,Month-to-month,No,Yes
80.15,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,No,Yes
19.30,Male,0.00,No,No,13.00,No,No internet service,One year,No,No
109.25,Female,0.00,Yes,No,72.00,Fiber optic,Yes,One year,Yes,Yes
56.10,Male,0.00,Yes,No,42.00,DSL,No,One year,No,No
19.70,Female,0.00,No,No,17.00,No,No internet service,Month-to-month,No,No
51.30,Female,1.00,No,No,7.00,DSL,Yes,Month-to-month,Yes,No
118.60,Female,0.00,Yes,No,68.00,Fiber optic,Yes,Two year,No,No
24.15,Male,0.00,Yes,Yes,56.00,No,No internet service,Two year,No,No
20.30,Female,0.00,Yes,Yes,38.00,No,No internet service,One year,No,No
115.50,Female,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
25.05,Female,0.00,No,No,48.00,No,No internet service,One year,No,No
109.10,Female,1.00,Yes,No,52.00,Fiber optic,Yes,Month-to-month,Yes,No
19.65,Female,0.00,Yes,Yes,35.00,No,No internet service,One year,No,No
111.30,Male,0.00,Yes,No,67.00,Fiber optic,Yes,Two year,Yes,No
29.90,Female,0.00,No,No,1.00,DSL,No,Month-to-month,No,No
80.60,Male,0.00,No,No,53.00,Fiber optic,Yes,Month-to-month,Yes,No
20.80,Male,0.00,Yes,Yes,34.00,No,No internet service,Month-to-month,No,No
35.20,Female,0.00,No,No,3.00,DSL,No,Month-to-month,No,Yes
78.80,Female,0.00,Yes,No,1.00,Fiber optic,No,Month-to-month,No,Yes
89.95,Male,0.00,No,No,19.00,Fiber optic,No,Month-to-month,No,No
116.05,Female,1.00,Yes,No,60.00,Fiber optic,Yes,Two year,Yes,No
19.55,Male,0.00,No,No,11.00,No,No internet service,Two year,No,No
106.40,Female,0.00,No,No,47.00,Fiber optic,Yes,Month-to-month,Yes,Yes
49.40,Male,0.00,No,No,18.00,DSL,No,Month-to-month,No,Yes
115.25,Female,0.00,Yes,Yes,60.00,Fiber optic,Yes,Two year,No,No
24.80,Male,0.00,Yes,No,72.00,No,No internet service,Two year,No,No
19.90,Male,0.00,No,No,39.00,No,No internet service,One year,No,No
81.25,Female,0.00,Yes,No,59.00,Fiber optic,No,One year,Yes,No
69.95,Male,0.00,Yes,Yes,2.00,Fiber optic,No,Month-to-month,No,No
69.10,Male,1.00,No,No,1.00,Fiber optic,No,Month-to-month,No,Yes
90.20,Male,0.00,Yes,Yes,20.00,Fiber optic,No,Month-to-month,Yes,Yes
93.55,Female,0.00,No,No,6.00,Fiber optic,No,Month-to-month,Yes,Yes
86.40,Male,0.00,No,No,71.00,Fiber optic,No,Two year,Yes,No
66.30,Female,0.00,Yes,No,24.00,DSL,Yes,Month-to-month,No,No
94.65,Male,1.00,Yes,No,67.00,Fiber optic,No,Month-to-month,Yes,No
80.85,Male,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
82.05,Female,0.00,Yes,Yes,48.00,Fiber optic,No,One year,Yes,Yes
72.10,Female,0.00,Yes,No,37.00,DSL,Yes,One year,No,No
34.70,Male,0.00,No,No,11.00,DSL,Yes,Month-to-month,No,No
20.55,Male,0.00,Yes,No,3.00,No,No internet service,Month-to-month,Yes,Yes
95.95,Female,0.00,Yes,No,18.00,Fiber optic,No,Month-to-month,Yes,No
44.80,Male,0.00,Yes,Yes,50.00,DSL,No,One year,Yes,No
109.40,Female,0.00,Yes,Yes,67.00,Fiber optic,No,One year,Yes,No
71.05,Female,0.00,Yes,No,25.00,DSL,Yes,Month-to-month,Yes,No
78.55,Female,1.00,No,No,2.00,Fiber optic,No,Month-to-month,Yes,Yes
19.70,Male,0.00,No,No,9.00,No,No internet service,Month-to-month,No,No
40.25,Female,0.00,No,Yes,10.00,DSL,Yes,One year,No,No
19.85,Female,0.00,Yes,No,70.00,No,No internet service,Two year,No,No
68.25,Male,0.00,No,No,9.00,DSL,No,Month-to-month,Yes,No
20.15,Female,0.00,No,No,4.00,No,No internet service,Month-to-month,Yes,No
50.95,Female,0.00,No,No,2.00,DSL,No,Month-to-month,No,No
78.65,Female,0.00,No,Yes,1.00,Fiber optic,No,Month-to-month,No,Yes
25.15,Male,0.00,No,No,19.00,DSL,No,Month-to-month,Yes,No
20.25,Male,0.00,Yes,Yes,7.00,No,No internet service,Month-to-month,Yes,No
42.90,Male,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,Yes
44.00,Male,1.00,No,No,1.00,DSL,No,Month-to-month,No,No
20.25,Female,0.00,Yes,Yes,9.00,No,No internet service,One year,No,No
34.25,Female,0.00,No,No,3.00,DSL,No,Month-to-month,No,Yes
58.50,Female,0.00,No,No,9.00,DSL,No,Month-to-month,No,Yes
55.80,Female,0.00,No,No,5.00,DSL,No,Month-to-month,No,No
88.90,Female,0.00,Yes,Yes,56.00,Fiber optic,No,One year,No,No
57.65,Female,0.00,No,Yes,18.00,DSL,No,Month-to-month,No,No
96.20,Male,1.00,No,No,49.00,Fiber optic,No,Month-to-month,Yes,Yes
79.15,Male,0.00,Yes,No,70.00,DSL,Yes,Two year,No,No
108.05,Female,0.00,No,No,72.00,Fiber optic,Yes,Two year,Yes,No
74.40,Female,1.00,No,No,6.00,Fiber optic,No,Month-to-month,No,Yes
94.80,Male,1.00,Yes,No,17.00,Fiber optic,No,Month-to-month,Yes,No
45.90,Male,0.00,Yes,No,29.00,DSL,No,Month-to-month,Yes,No
105.30,Female,0.00,Yes,No,6.00,Fiber optic,Yes,Month-to-month,Yes,Yes
102.60,Male,0.00,Yes,No,63.00,Fiber optic,No,Two year,No,No
73.85,Male,0.00,Yes,No,16.00,Fiber optic,No,Month-to-month,Yes,Yes
61.35,Male,0.00,No,No,59.00,DSL,No,One year,Yes,No
57.55,Female,0.00,No,No,3.00,DSL,No,Month-to-month,No,No
29.25,Female,0.00,No,No,8.00,DSL,Yes,Month-to-month,Yes,No
84.55,Female,1.00,Yes,No,7.00,Fiber optic,No,Month-to-month,Yes,Yes
19.60,Female,0.00,No,No,68.00,No,No internet service,Two year,No,No
111.75,Female,0.00,Yes,Yes,68.00,Fiber optic,No,Two year,No,No
106.50,Female,1.00,Yes,No,52.00,Fiber optic,Yes,One year,Yes,No
107.70,Male,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
19.30,Female,0.00,Yes,No,32.00,No,No internet service,One year,No,No
20.05,Female,0.00,Yes,No,72.00,No,No internet service,Two year,No,No
69.95,Male,0.00,Yes,Yes,1.00,Fiber optic,No,Month-to-month,Yes,No
63.70,Male,0.00,Yes,Yes,42.00,DSL,No,One year,No,No
24.75,Female,0.00,No,No,25.00,No,No internet service,Two year,No,Yes
50.90,Male,0.00,No,No,45.00,DSL,No,Month-to-month,Yes,No
60.40,Female,0.00,Yes,Yes,43.00,DSL,No,One year,Yes,No
79.25,Male,0.00,Yes,No,37.00,DSL,No,One year,No,No
85.80,Female,1.00,No,No,20.00,Fiber optic,No,Month-to-month,Yes,Yes
24.45,Female,0.00,No,No,4.00,DSL,No,Month-to-month,Yes,Yes
110.10,Male,0.00,Yes,No,63.00,Fiber optic,Yes,Two year,Yes,No
90.70,Male,0.00,No,No,3.00,Fiber optic,No,Month-to-month,No,No
25.30,Male,0.00,Yes,Yes,66.00,No,No internet service,Two year,Yes,No
105.70,Male,0.00,No,No,28.00,Fiber optic,Yes,Month-to-month,Yes,Yes
85.20,Female,1.00,No,No,8.00,Fiber optic,No,Month-to-month,No,No
24.35,Male,0.00,No,Yes,71.00,No,No internet service,Two year,No,No
24.25,Male,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,Yes
25.10,Female,0.00,Yes,Yes,72.00,No,No internet service,Two year,No,No
54.55,Male,1.00,Yes,No,16.00,DSL,Yes,Month-to-month,Yes,No
96.60,Male,0.00,Yes,No,66.00,Fiber optic,Yes,Two year,No,No
76.50,Female,0.00,No,No,11.00,Fiber optic,No,Month-to-month,Yes,Yes
81.15,Male,0.00,No,No,51.00,DSL,Yes,One year,Yes,No
38.50,Female,0.00,No,Yes,8.00,DSL,No,Month-to-month,Yes,No
92.90,Male,0.00,No,No,14.00,Fiber optic,No,Month-to-month,Yes,No
93.50,Female,0.00,No,No,4.00,Fiber optic,Yes,Month-to-month,Yes,Yes
84.70,Female,0.00,No,No,70.00,DSL,Yes,Two year,No,No
66.00,Female,0.00,No,Yes,70.00,DSL,Yes,Two year,No,No
101.50,Female,1.00,Yes,No,54.00,Fiber optic,Yes,One year,Yes,Yes
74.90,Male,0.00,No,Yes,28.00,Fiber optic,No,Month-to-month,Yes,Yes
20.75,Male,0.00,No,No,24.00,No,No internet service,Two year,No,No
61.45,Female,0.00,Yes,No,69.00,DSL,Yes,Two year,Yes,No
54.50,Male,0.00,Yes,Yes,42.00,DSL,Yes,Month-to-month,No,No
69.60,Female,1.00,No,No,2.00,Fiber optic,No,Month-to-month,Yes,Yes
99.75,Female,1.00,No,No,39.00,Fiber optic,No,Month-to-month,Yes,No
109.75,Male,0.00,Yes,Yes,45.00,Fiber optic,Yes,Two year,Yes,No
80.85,Male,0.00,Yes,Yes,72.00,DSL,Yes,Two year,Yes,No
20.30,Female,0.00,No,No,38.00,No,No internet service,Two year,No,No
67.80,Male,0.00,Yes,No,72.00,DSL,Yes,Two year,Yes,No
24.05,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,Yes,Yes
19.80,Male,0.00,Yes,Yes,72.00,No,No internet service,Two year,Yes,No
25.70,Male,0.00,Yes,No,55.00,No,No internet service,Two year,No,No
56.15,Female,0.00,Yes,Yes,51.00,DSL,No,One year,Yes,No
86.70,Male,0.00,No,No,63.00,DSL,Yes,Two year,Yes,No
20.40,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
19.65,Female,0.00,Yes,Yes,23.00,No,No internet service,Two year,Yes,No
50.55,Female,0.00,No,No,1.00,DSL,Yes,Month-to-month,No,Yes
54.35,Female,0.00,No,No,2.00,DSL,No,Month-to-month,Yes,No
108.10,Female,1.00,No,No,52.00,Fiber optic,Yes,Month-to-month,No,No
54.45,Female,0.00,No,No,36.00,DSL,No,One year,No,No
45.35,Female,0.00,No,No,1.00,DSL,No,Month-to-month,No,No
59.00,Female,0.00,No,No,28.00,DSL,No,One year,No,No
69.45,Female,0.00,Yes,Yes,7.00,DSL,Yes,One year,No,No
100.55,Male,0.00,No,No,14.00,Fiber optic,Yes,Month-to-month,Yes,Yes
64.95,Male,1.00,Yes,No,72.00,DSL,Yes,Two year,Yes,No
20.50,Female,0.00,Yes,Yes,1.00,No,No internet service,Month-to-month,Yes,Yes
18.85,Female,0.00,No,No,10.00,No,No internet service,Month-to-month,No,No
19.80,Male,0.00,No,No,42.00,No,No internet service,One year,No,No
25.05,Female,0.00,No,No,7.00,DSL,No,Month-to-month,No,No
74.80,Male,0.00,No,No,4.00,Fiber optic,No,Month-to-month,Yes,Yes
114.30,Male,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
24.45,Female,0.00,Yes,No,20.00,DSL,No,Month-to-month,Yes,Yes
109.20,Male,0.00,No,No,63.00,Fiber optic,Yes,Two year,No,No
45.05,Female,0.00,No,No,56.00,DSL,Yes,Two year,No,No
51.00,Female,0.00,No,Yes,5.00,DSL,No,Month-to-month,Yes,No
110.45,Female,0.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
84.65,Male,1.00,Yes,Yes,68.00,Fiber optic,Yes,Month-to-month,Yes,No
60.05,Male,0.00,Yes,Yes,67.00,DSL,Yes,One year,No,No
44.65,Male,0.00,Yes,Yes,8.00,DSL,No,Month-to-month,No,No
93.25,Male,0.00,Yes,Yes,52.00,Fiber optic,Yes,Month-to-month,Yes,No
20.25,Female,0.00,Yes,Yes,18.00,No,No internet service,Month-to-month,Yes,No
25.45,Female,0.00,Yes,Yes,59.00,No,No internet service,Two year,No,No
20.60,Female,0.00,No,No,60.00,No,No internet service,Two year,No,No
94.10,Male,0.00,No,No,7.00,Fiber optic,No,Month-to-month,Yes,No
34.80,Male,0.00,Yes,Yes,59.00,DSL,No,One year,No,No
60.75,Male,0.00,No,No,46.00,DSL,No,Two year,Yes,No
51.35,Male,0.00,No,No,5.00,DSL,Yes,Month-to-month,Yes,No
64.05,Male,1.00,Yes,No,59.00,DSL,No,Two year,Yes,No
84.80,Female,0.00,Yes,No,70.00,DSL,Yes,Two year,Yes,No
71.00,Female,0.00,No,No,14.00,Fiber optic,No,Month-to-month,Yes,Yes
50.15,Female,0.00,No,No,44.00,DSL,No,Month-to-month,Yes,No
94.60,Female,0.00,Yes,No,64.00,Fiber optic,No,Two year,Yes,No
59.75,Female,0.00,Yes,Yes,58.00,DSL,No,Two year,No,No
100.25,Female,1.00,Yes,No,46.00,Fiber optic,No,One year,No,No
98.90,Male,1.00,Yes,No,58.00,Fiber optic,Yes,Month-to-month,Yes,No
97.70,Female,0.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
40.30,Female,1.00,No,No,30.00,DSL,No,Month-to-month,Yes,Yes
60.25,Male,1.00,No,No,11.00,DSL,Yes,Month-to-month,No,No
56.25,Female,1.00,No,No,34.00,DSL,Yes,Month-to-month,Yes,No
46.20,Male,0.00,No,No,54.00,DSL,Yes,Two year,No,No
50.60,Female,0.00,No,No,3.00,DSL,Yes,Month-to-month,Yes,Yes
24.90,Female,0.00,Yes,Yes,72.00,No,No internet service,Two year,No,No
84.85,Female,0.00,Yes,Yes,40.00,Fiber optic,No,Month-to-month,Yes,Yes
65.70,Female,0.00,Yes,Yes,2.00,DSL,No,Month-to-month,No,Yes
63.35,Male,0.00,Yes,Yes,54.00,DSL,No,Two year,No,No
50.10,Female,0.00,No,No,14.00,DSL,No,Month-to-month,No,No
70.50,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,No,Yes
94.85,Female,0.00,No,No,10.00,Fiber optic,Yes,Month-to-month,Yes,Yes
50.15,Female,0.00,No,No,1.00,DSL,No,Month-to-month,No,No
19.75,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,No,Yes
64.65,Male,0.00,No,No,56.00,DSL,Yes,One year,Yes,No
79.60,Female,0.00,Yes,No,68.00,DSL,Yes,Two year,Yes,No
19.50,Female,0.00,Yes,Yes,14.00,No,No internet service,One year,Yes,No
99.55,Male,0.00,Yes,Yes,68.00,Fiber optic,No,Two year,Yes,No
74.00,Male,1.00,Yes,No,55.00,Fiber optic,No,Month-to-month,Yes,No
38.90,Female,0.00,No,No,16.00,DSL,No,Month-to-month,Yes,No
79.55,Male,1.00,No,No,9.00,Fiber optic,No,Month-to-month,Yes,No
65.45,Male,0.00,Yes,Yes,14.00,DSL,Yes,Month-to-month,Yes,Yes
98.70,Male,1.00,Yes,No,58.00,Fiber optic,No,Month-to-month,Yes,Yes
46.30,Male,0.00,No,No,53.00,DSL,Yes,Month-to-month,Yes,No
99.35,Male,0.00,Yes,No,70.00,Fiber optic,Yes,Two year,Yes,No
95.80,Female,1.00,Yes,Yes,14.00,Fiber optic,No,Month-to-month,Yes,No
67.50,Male,0.00,Yes,Yes,22.00,DSL,No,One year,Yes,Yes
78.15,Female,0.00,Yes,No,10.00,Fiber optic,No,Month-to-month,Yes,No
26.10,Female,0.00,Yes,Yes,29.00,No,No internet service,Two year,No,No
69.60,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
84.35,Male,0.00,Yes,No,49.00,DSL,No,One year,No,Yes
100.20,Female,1.00,Yes,No,68.00,Fiber optic,Yes,Month-to-month,Yes,Yes
78.05,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,No,Yes
40.35,Female,0.00,No,No,30.00,DSL,No,One year,Yes,No
79.20,Female,0.00,Yes,No,72.00,DSL,Yes,Two year,No,No
20.90,Female,0.00,No,No,10.00,No,No internet service,Month-to-month,Yes,No
73.60,Male,0.00,No,No,7.00,Fiber optic,No,Month-to-month,No,Yes
74.75,Female,0.00,No,No,9.00,Fiber optic,No,Month-to-month,Yes,Yes
49.90,Female,0.00,No,Yes,1.00,DSL,No,Month-to-month,No,No
68.90,Female,0.00,No,No,20.00,DSL,Yes,Month-to-month,Yes,No
20.25,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,Yes,No
76.00,Female,0.00,No,No,29.00,Fiber optic,No,Month-to-month,Yes,No
74.00,Male,0.00,No,No,1.00,Fiber optic,No,Month-to-month,No,No
82.30,Male,0.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,No
89.40,Female,0.00,No,No,20.00,Fiber optic,No,Month-to-month,Yes,No
99.15,Male,0.00,No,Yes,64.00,Fiber optic,Yes,Month-to-month,Yes,No
20.20,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,Yes,Yes
29.45,Female,0.00,No,No,6.00,DSL,No,Month-to-month,No,No
